ID;ID;;Name (English);Description (English);Name (Portuguese);Gender;Plural;Article
2104;~X~042104;9;Soups and Broths;"soups and broths and preparations therefor; homogenised composite food preparations.";Sopas e caldos;f;1;1
2105;~X~042105;9;Ice Cream;ice cream and other edible ice, whether or not containing cocoa.;Sorvete;m;0;1
2106;~X~042106;9;Other Edible Preparations;food preparations not elsewhere specified or included.;Outros preparos comest¡veis;m;1;1
2201;~X~0422;7;Beverages;beverages, spirits and vinegar;Bebidas;f;1;1
2201;~X~042201;9;Water;"waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavoured; ice and snow.";µgua;f;0;1
2202;~X~042202;9;Flavored Water;waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured, and other non-alcoholic beverages, not including fruit or vegetable juices of heading 20.09.;µgua com sabor;f;0;1
2203;~X~042203;9;Beer;beer made from malt.;Cerveja;f;0;1
2204;~X~042204;9;Wine;"wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.";Vinho;m;0;1
2205;~X~042205;9;Vermouth;vermouth and other wine of fresh grapes flavoured with plants or aromatic substances.;Vermute;m;0;1
2206;~X~042206;9;Other Fermented Beverages;"other fermented beverages (for example, cider, perry, mead); mixtures of fermented beverages and mixtures of fermented beverages and non-alcoholic beverages, not elsewhere specified or included.";Outras bebidas fermentadas;f;1;1
2207;~X~042207;9;Alcohol > 80% ABV;"undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher; ethyl alcohol and other spirits, denatured, of any strength.";µlcool et¡lico > 80% vol;m;0;1
2208;~X~042208;9;Alcohol < 80% ABV;"undenatured ethyl alcohol of an alcoholic strength by volume of less than 80 % vol; spirits, liqueurs and other spirituous beverages.";µlcool et¡lico < 80% vol;m;0;1
2209;~X~042209;9;Vinegar;vinegar and substitutes for vinegar obtained from acetic acid.;Vinagre;m;0;1
2301;~X~0423;7;Food Residue and Waste;"residues and waste from the food industries; prepared animal fodder";Res¡duos alimentares;m;1;1
2301;~X~042301;9;Animal Meal and Pellets;"flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves.";Ra‡äes e pelotas para animais;m;1;1
2302;~X~042302;9;Bran;bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants.;Farelo;m;0;1
2303;~X~042303;9;Starch Residue;residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets.;Res¡duo de amido;m;0;1
2304;~X~042304;9;Soybean Meal;oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soyabean oil.;Farelo de soja;m;0;1
2305;~X~042305;9;Ground Nut Meal;oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil.;Farelo de amendoim;m;0;1
2306;~X~042306;9;Oil-cake vegetable;oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils, other than those of heading 23.04 or 23.05.;Baga‡os de vegetais;m;1;1
2307;~X~042307;9;Wine Lees;"wine lees; argol.";Borras de vinho;m;1;1
2308;~X~042308;9;Vegetable Residues;vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included.;Res¡duos vegetais;m;1;1
2309;~X~042309;9;Animal Food;preparations of a kind used in animal feeding.;Ra‡Æo para animais;m;0;1
2401;~X~0424;7;Tobacco;tobacco and manufactured tobacco substitutes;Tabaco;m;0;1
2401;~X~042401;9;Raw Tobacco;"unmanufactured tobacco; tobacco refuse.";Tabaco em rama;m;0;1
2402;~X~042402;9;Rolled Tobacco;cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes.;Tabaco enrolado;m;0;1
2403;~X~042403;9;Processed Tobacco;"other manufactured tobacco and manufactured tobacco substitutes; ""homogenised"" or ""reconstituted"" tobacco; tobacco extracts and essences.";Tabaco processado;m;0;1
25;~X~05;5;Mineral Products;Mineral Products;Produtos minerais;m;1;1
2501;~X~0525;7;Salt, Sulphur, Stone, Lime and Cement;"salt; sulphur; earths and stone; plastering materials, lime and cement";Sal, enxofre, pedra, cal e cimento;m;0;1
2501;~X~052501;9;Salt;"salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water.";Sal;m;0;1
2502;~X~052502;9;Iron Pyrites;unroasted iron pyrites.;Piritas de ferro;f;1;1
2503;~X~052503;9;Sulphur;sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur.;Enxofre;m;0;1
2504;~X~052504;9;Graphite;natural graphite.;Grafite;m;0;1
2505;~X~052505;9;Sand;natural sands of all kinds, whether or not coloured, other than metalbearing sands of chapter 26.;Areia;f;0;1
2506;~X~052506;9;Quartz;"quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.";Quartzo;m;0;1
2507;~X~052507;9;Kaolin;kaolin and other kaolinic clays, whether or not calcined.;Caulim;m;0;1
2508;~X~052508;9;Clays;"other clays (not including expanded clays of heading 68.06), andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths.";Argilas;f;1;1
2509;~X~052509;9;Chalk;chalk.;Giz;m;0;1
2510;~X~052510;9;Calcium Phosphates;natural calcium phosphates, natural Aluminium calcium phosphates and phosphatic chalk.;Fosfatos de c lcio;m;1;1
2511;~X~052511;9;Barium Sulphate;"natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxide of heading 28.16.";Sulfato de b rio;m;0;1
2512;~X~052512;9;Siliceous Fossil Meals;siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less.;Farinhas siliciosasÿf¢sseis;f;1;1
2513;~X~052513;9;Pumice;"pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated.";Pedra-pomes;f;0;1
2514;~X~052514;9;Slate;slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.;Ard¢sia;f;0;1
2515;~X~052515;9;Marble, Travertine and Alabaster;marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent specific gravity of 2.5 or more, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (inc;M rmore, travertino e alabastro;m;0;1
2516;~X~052516;9;Granite;granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.;Granito;m;0;1
2517;~X~052517;9;Gravel and Crushed Stone;"pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or n";Cascalho e brita;m;0;1
2518;~X~052518;9;Dolomite;"dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; dolomite ramming mix.";Dolomita;f;0;1
2519;~X~052519;9;Magnesium Carbonate;"natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide, whether or not pure.";Carbonato de magn‚sio;m;0;1
2520;~X~052520;9;Gypsum;"gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or without small quantities of accelerators or retarders.";Gipsita;f;0;1
2521;~X~052521;9;Limestone;"limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement.";Calc rio;m;0;1
2522;~X~052522;9;Quicklime;quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 28.25.;Cal virgem;f;0;1
2523;~X~052523;9;Cement;portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers.;Cimento;m;0;1
2524;~X~052524;9;Asbestos;asbestos.;Amianto;m;0;1
2525;~X~052525;9;Mica;"mica, including splitings; mica waste.";Mica;f;0;1
2526;~X~052526;9;Soapstone;"natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc.";Pedra-sabÆo;f;0;1
2527;~X~052527;9;Cryolite;Natural cryolite, natural chiolite;Criolita;f;0;1
2528;~X~052528;9;Borax;"natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of h3bo3 calculated on the dry weight.";B¢rax;m;0;1
2529;~X~052529;9;Feldspar;"feldspar; leucite, nepheline and nepheline syenite; fluorspar.";Feldspato;m;0;1
2530;~X~052530;9;Other Mineral;mineral substances not elsewhere specified or included.;Outros minerais;m;1;1
2601;~X~0526;7;Mineral Ore;ores, slag and ash;Min‚rios;m;1;1
2601;~X~052601;9;Iron Ore;iron ores and concentrates, including roasted iron pyrites.;Min‚rio de ferro;m;0;1
2602;~X~052602;9;Manganese Ore;manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20 % or more, calculated on the dry weight.;Min‚rio de manganˆs;m;0;1
2603;~X~052603;9;Copper Ore;copper ores and concentrates.;Min‚rio de cobre;m;0;1
2604;~X~052604;9;Nickel Ore;nickel ores and concentrates.;Min‚rio de n¡quel;m;0;1
2605;~X~052605;9;Cobalt Ore;cobalt ores and concentrates.;Min‚rio de cobalto;m;0;1
2606;~X~052606;9;Aluminium Ore;Aluminium ores and concentrates.;Min‚rio de alum¡nio;m;0;1
2607;~X~052607;9;Lead Ore;lead ores and concentrates.;Min‚rio de chumbo;m;0;1
2608;~X~052608;9;Zinc Ore;zinc ores and concentrates.;Min‚rio de zinco;m;0;1
2609;~X~052609;9;Tin Ores;tin ores and concentrates.;Min‚rio de estanho;m;0;1
2610;~X~052610;9;Chromium Ore;chromium ores and concentrates.;Min‚rio de cromo;m;0;1
2611;~X~052611;9;Tungsten Ore;tungsten ores and concentrates.;Min‚rio de tungstˆnio;m;0;1
2612;~X~052612;9;Uranium and Thorium Ore;uranium or thorium ores and concentrates.;Min‚rio de urƒnio e t¢rio;m;0;1
2613;~X~052613;9;Molybdenum Ore;molybdenum ores and concentrates.;Min‚rio de molibdˆnio;m;0;1
2614;~X~052614;9;Titanium Ore;titanium ores and concentrates.;Min‚rio de titƒnio;m;0;1
2615;~X~052615;9;Niobium, Tantalum, Vanadium and Zirconium Ore;niobium, tantalum, vanadium or zirconium ores and concentrates.;Min‚rio de ni¢bio, tƒntalo, van dio e zirc“nio;m;0;1
2616;~X~052616;9;Precious Metal Ore;precious metal ores and concentrates.;Min‚rio de metais preciosos;m;0;1
2617;~X~052617;9;Other Ores;other ores and concentrates.;Outros min‚rios;m;1;1
2618;~X~052618;9;Granulated Slag;granulated slag (slag sand) from the manufacture of iron or steel.;Esc¢ria granulada;f;0;1
2619;~X~052619;9;Slag Dross;slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel.;Esc¢ria residual;f;0;1
2620;~X~052620;9;Non-Iron and Steel Slag, Ash and Residues;slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds.;Esc¢ria, cinzas e res¡duos de materiais nÆo-ferrosos;f;0;1
2621;~X~052621;9;Other Slag and Ash;"other slag and ash, including seaweed ash (kelp); ash and residues from the incineration of municipal waste.";Outras esc¢rias e cinzas;f;1;1
2701;~X~0527;7;Fossil Fuels;"mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes";Combust¡veis f¢sseis;m;1;1
2701;~X~052701;9;Coal Briquettes;"coal; briquettes, ovoids and similar solid fuels manufactured from coal.";Briquetes de carvÆo;m;1;1
2702;~X~052702;9;Lignite;lignite, whether or not agglomerated, excluding jet.;Linhita;f;0;1
2703;~X~052703;9;Peat;peat (including peat litter), whether or not agglomerated.;Turfa;f;0;1
2704;~X~052704;9;Coke;"coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon.";Coque;m;0;1
2705;~X~052705;9;Non-Petroleum Gas;coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons.;G s nÆo derivado de petr¢leo;m;0;1
2706;~X~052706;9;Tar;tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars.;AlcatrÆo;m;0;1
2707;~X~052707;9;Coal Tar Oil;"oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents.";AlcatrÆo de hulha;m;0;1
2708;~X~052708;9;Pitch Coke;pitch and pitch coke, obtained from coal tar or from other mineral tars.;Coque refinado;m;0;1
2709;~X~052709;9;Crude Petroleum;petroleum oils and oils obtained from bituminous minerals, crude.;Petr¢leo cru;m;0;1
2710;~X~052710;9;Refined Petroleum;"petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 % or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic con";Petr¢leo refinado;m;0;1
2711;~X~052711;9;Petroleum Gas;petroleum gases and other gaseous hydrocarbons.;G s de petr¢leo;m;0;1
2712;~X~052712;9;Petroleum Jelly;"petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products obtained by synthesis or by other processes, whether or not coloured.";Vaselina;f;0;1
2713;~X~052713;9;Petroleum Coke;petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals.;Coque de petr¢leo;m;0;1
2714;~X~052714;9;Bitumen and asphalt;"bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks.";Betumes e asfaltos;m;0;1
2715;~X~052715;9;Asphalt Mixtures;bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs).;Misturas asf lticas;f;1;1
2716;~X~052716;9;Electricity;electrical energy. (optional heading);Eletricidade;f;0;1
28;~X~06;5;Chemical Products;Products Of The Chemical Or Allied Industries;Produtos qu¡micos;m;1;1
2801;~X~0628;7;Inorganic Chemicals and Compounds;"inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes";Produtos qu¡micos e compostos inorgƒnicos;m;1;1
